ID,Accession,Target,TargetID,Experiment,Literature,Tissue
hsa-miR-34a-5p,MIMAT0000255,INHBB,3625,Luciferase reporter assay//qRT-PCR//Western blot//HITS-CLIP//PAR-CLIP,24446339|33406413|24906430|35269913|24038734|27292025|27150721|24389009,Breast cancerous tissues
hsa-miR-34a-5p,MIMAT0000255,INTS10,55174,CLASH//HITS-CLIP//PAR-CLIP,23622248|24038734|22100165|24389009|23313552,Breast cancerous tissues
hsa-miR-34a-5p,MIMAT0000255,IRGQ,126298,Proteomics//PAR-CLIP//HITS-CLIP//pSILAC//Biotin-Microarrays,21566225|22100165|24389009|27150721|33406413|34031238|26061048|22291592|27292025|35269913|24038734|22012620|30455455|24398324|24906430|23024010|30742093|26701625|22102825,Breast cancerous tissues
hsa-miR-34a-5p,MIMAT0000255,ITGA11,22801,HITS-CLIP//R-Seq,24906430|23313552|27418678|30670076|24038734|24389009,Breast cancerous tissues
hsa-miR-34a-5p,MIMAT0000255,ITGA6,3655,Proteomics//HITS-CLIP//R-Seq//PAR-CLIP//pSILAC,21566225|26962949|26061048|30670076|24906430|24389009|35269913|27292025|24374217|27418678|27150721|24038734|23313552,Breast cancerous tissues
hsa-miR-34a-5p,MIMAT0000255,ITGB3,3690,HITS-CLIP,23824327|34031238|24389009,Breast cancerous tissues
hsa-miR-34a-5p,MIMAT0000255,JAG1,182,Flow//Immunoblot//In situ hybridization//Luciferase reporter assay//Microarray//qRT-PCR//Western blot//Other//PAR-CLIP//HITS-CLIP//qPCR//Luciferase Reporter Assay//Western Blot//R-Seq,20351093|19398721|24307639|27292025|22927820|22363487|26061048|24389009|22012620|24374217|30742093|24906430|27418678|23592263|24038734|22473208|35269913|26962949|30670076,Breast cancerous tissues
hsa-miR-34a-5p,MIMAT0000255,JARID2,3720,HITS-CLIP//PAR-CLIP,23313552|35269913|26061048|27150721|22012620|24374217|27292025|22291592|24906430|24038734|33406413|24668909|24389009|34031238|26701625,Breast cancerous tissues
hsa-miR-34a-5p,MIMAT0000255,KANSL2,54934,CLASH//PAR-CLIP//HITS-CLIP,23622248|24668909|24906430|24038734|34031238|24389009|27150721|35269913,Breast cancerous tissues
hsa-miR-34a-5p,MIMAT0000255,KBTBD6,89890,PAR-CLIP//Sequencing//HITS-CLIP,20371350|21572407|24389009|30455455|34031238|26701625|26061048|35269913|33406413|27150721|22012620|22100165|22927820|23592263|24668909,Breast cancerous tissues
hsa-miR-34a-5p,MIMAT0000255,KCNH1,3756,Western blot//HITS-CLIP//R-Seq,23569431|24389009|30670076,Breast cancerous tissues
hsa-miR-34a-5p,MIMAT0000255,KCNH2,3757,Luciferase reporter assay//qRT-PCR//Western blot//HITS-CLIP,25355491|30455455|35269913|24906430|24389009|33406413|27418678,Breast cancerous tissues
hsa-miR-34a-5p,MIMAT0000255,KDM4A,9682,Immunohistochemistry//Luciferase reporter assay//qRT-PCR//Western blot//HITS-CLIP,24802408|27150721|24038734|24389009|35269913|24906430|30742093,Breast cancerous tissues
hsa-miR-34a-5p,MIMAT0000255,KDR,3791,qRT-PCR//HITS-CLIP,31766503|27418678|24389009|26061048,Breast cancerous tissues
hsa-miR-34a-5p,MIMAT0000255,KHDRBS1,10657,CLASH,23622248,Breast cancerous tissues
hsa-miR-34a-5p,MIMAT0000255,KIAA0060,9930,Proteomics,21566225,Breast cancerous tissues
hsa-miR-34a-5p,MIMAT0000255,KIAA0061,23044,Proteomics,21566225,Breast cancerous tissues
hsa-miR-34a-5p,MIMAT0000255,KIAA0196,9897,Sequencing,20371350,Breast cancerous tissues
hsa-miR-34a-5p,MIMAT0000255,KIAA0432,9691,Proteomics,21566225,Breast cancerous tissues
hsa-miR-34a-5p,MIMAT0000255,KIAA0899,25765,Proteomics,21566225,Breast cancerous tissues
hsa-miR-34a-5p,MIMAT0000255,KIAA1307,57525,Proteomics,21566225,Breast cancerous tissues
hsa-miR-34a-5p,MIMAT0000255,KIAA1491,57627,Proteomics,21566225,Breast cancerous tissues
hsa-miR-34a-5p,MIMAT0000255,KIAA1715,80856,PAR-CLIP,23592263,Breast cancerous tissues
hsa-miR-34a-5p,MIMAT0000255,KIF11,3832,Proteomics//Microarrays//HITS-CLIP//PAR-CLIP//pSILAC,21566225|22102825|23313552|23824327|26061048|22100165|27150721,Breast cancerous tissues
hsa-miR-34a-5p,MIMAT0000255,KIF2A,3796,Proteomics//HITS-CLIP//pSILAC,21566225|27150721|24389009|24038734|35269913|26061048|30455455|24374217|23313552,Breast cancerous tissues
hsa-miR-34a-5p,MIMAT0000255,KIF2C,11004,Proteomics//HITS-CLIP//pSILAC//PAR-CLIP,21566225|26061048|30742093|26701625|27292025,Breast cancerous tissues
hsa-miR-34a-5p,MIMAT0000255,KIF4A,24137,Proteomics//HITS-CLIP//pSILAC//PAR-CLIP//Microarrays,21566225|26061048|26701625|21602795,Breast cancerous tissues
hsa-miR-34a-5p,MIMAT0000255,KIF5B,3799,Proteomics//HITS-CLIP//PAR-CLIP//pSILAC,21566225|27150721|24389009|21572407|24038734|26061048|33406413|27418678|24906430|23446348|22473208|22291592|26962949|34031238|23313552|23592263|24668909|24398324|26701625|20371350|22100165|24374217|31101765|30742093,Breast cancerous tissues
hsa-miR-34a-5p,MIMAT0000255,KIT,3815,Luciferase reporter assay//Western blot//HITS-CLIP//Microarrays,24009080|27056900|26226348|19584398|23024010|30455455|24389009|22102825,Breast cancerous tissues
hsa-miR-34a-5p,MIMAT0000255,KLB,152831,Luciferase reporter assay,22988100,Breast cancerous tissues
hsa-miR-34a-5p,MIMAT0000255,KLC1,3831,Proteomics//HITS-CLIP//PAR-CLIP,21566225|27150721|26701625|30455455|24906430,Breast cancerous tissues
hsa-miR-34a-5p,MIMAT0000255,KLF12,11278,ChIP-seq//Luciferase reporter assay//Next Generation Sequencing (NGS)//pSILAC//qRT-PCR//Western blot//HITS-CLIP//Biotin-Microarrays,26183718|34031238|26061048|24389009|23313552|22473208|22102825,Breast cancerous tissues
hsa-miR-34a-5p,MIMAT0000255,KLF4,9314,Immunoblot//Luciferase reporter assay//qRT-PCR//Western blot//HITS-CLIP//PAR-CLIP//Microarrays//R-Seq//Biotin-Microarrays,24415058|25362853|28250026|26061048|24389009|23313552|27150721|24038734|26701625|27418678|24906430|17540599|30670076|24374217|22102825,Breast cancerous tissues
hsa-miR-34a-5p,MIMAT0000255,KLHDC10,23008,PAR-CLIP//HITS-CLIP,26701625|34031238|30455455|22291592|26061048|27418678|24906430|27150721|27292025|33406413|23592263|24374217|22100165|22927820|24668909|24389009,Breast cancerous tissues
hsa-miR-34a-5p,MIMAT0000255,KMT2D,8085,PAR-CLIP//Proteomics//HITS-CLIP//qCLASH,21566225|23592263|26701625|24038734|27150721|35269913|34031238|30455455|23313552|24906430|33406413|27292025|24389009|27418678|22927820|24668909|25768906|26061048|33956915|30742093|22100165|26602609|22012620,Breast cancerous tissues
hsa-miR-34a-5p,MIMAT0000255,KPNA1,3836,Proteomics//HITS-CLIP//PAR-CLIP//pSILAC,21566225|34031238|27150721|24668909|24906430|22291592|24038734|30455455|35269913|26061048|24389009|23592263|22100165|26701625,Breast cancerous tissues
hsa-miR-34a-5p,MIMAT0000255,KTN1,3895,Proteomics//HITS-CLIP//PAR-CLIP//pSILAC,21566225|22927820|24389009|26061048|34031238|27292025|30455455|24038734|22291592|24906430|23313552,Breast cancerous tissues
hsa-miR-34a-5p,MIMAT0000255,L1CAM,3897,Luciferase reporter assay//qRT-PCR//Western blot//HITS-CLIP//PAR-CLIP,24497324|24389009|35269913|23313552|26061048|30455455|23024010|27150721|34031238|24906430|26701625,Breast cancerous tissues
hsa-miR-34a-5p,MIMAT0000255,LARP1,23367,Proteomics//HITS-CLIP//PAR-CLIP//pSILAC,21566225|26061048|24906430|33406413|27150721|26701625|24389009|34031238|27292025|22100165|24668909|21572407|28735896|30455455|26602609|24038734|26962949|23592263|27418678|35269913|25768906|30742093|22473208|23313552|22291592|22927820|22012620,Breast cancerous tissues
hsa-miR-34a-5p,MIMAT0000255,LDHA,3939,Luciferase reporter assay//PAR-CLIP//Proteomics//Reporter assay//Reporter assay;Proteomics//HITS-CLIP//R-Seq//Microarrays//Luciferase Reporter Assay//pSILAC,21566225|26902416|26701625|22927820|23592263|24038734|26061048|27292025|30670076|24389009|24668909|33406413|35269913|22100165|30455455|27150721|23313552|19584398|24906430,Breast cancerous tissues
hsa-miR-34a-5p,MIMAT0000255,LEF1,51176,Luciferase reporter assay//Microarray//Proteomics//qRT-PCR//Reporter assay//Western blot//Microarrays//Biotin-Microarrays//pSILAC//HITS-CLIP//Luciferase Reporter Assay//PAR-CLIP//Reporter assay;Proteomics,21566225|25587085|28098757|19584398|22102825|24389009|22100165|34031238|35269913|32102688,Breast cancerous tissues
hsa-miR-34a-5p,MIMAT0000255,LLPH,84298,Sequencing//PAR-CLIP//HITS-CLIP//Microarrays//Biotin-Microarrays,20371350|26701625|24389009|22291592|22102825,Breast cancerous tissues
hsa-miR-34a-5p,MIMAT0000255,LNPK,80856,PAR-CLIP//HITS-CLIP,23592263|26602609|24038734|26061048|34031238|24389009|22927820|30455455|23313552|24906430|35269913,Breast cancerous tissues
hsa-miR-34a-5p,MIMAT0000255,LRRC28,123355,CLASH//HITS-CLIP//Biotin-Microarrays,23622248|24389009|30455455|22927820|24906430|34031238|26061048|23313552|22102825,Breast cancerous tissues
hsa-miR-34a-5p,MIMAT0000255,LRRC40,55631,Proteomics//HITS-CLIP//R-Seq//PAR-CLIP//pSILAC//Microarrays//Biotin-Microarrays,21566225|24389009|35269913|30455455|30670076|22291592|27150721|30742093|22102825,Breast cancerous tissues
hsa-miR-34a-5p,MIMAT0000255,LRRFIP1,9208,Proteomics//PAR-CLIP//HITS-CLIP//pSILAC,21566225|26701625|24389009,Breast cancerous tissues
hsa-miR-34a-5p,MIMAT0000255,LTA,4049,PCR array//PAR-CLIP,28097098|22291592,Breast cancerous tissues
hsa-miR-34a-5p,MIMAT0000255,LTBR,4055,PCR array//PAR-CLIP//HITS-CLIP//Biotin-Microarrays,28097098|26701625|24389009|23313552|24038734|33406413|27292025|22102825|27150721|23592263|24906430|34031238|26061048,Breast cancerous tissues
hsa-miR-34a-5p,MIMAT0000255,MAGEA12,4111,Immunohistochemistry//Luciferase reporter assay//qRT-PCR//Western blot//Luciferase Reporter Assay,21177782,Breast cancerous tissues
hsa-miR-34a-5p,MIMAT0000255,MAGEA2,4101,Immunocytochemistry//Luciferase reporter assay//qRT-PCR//Western blot//Other,21177782,Breast cancerous tissues
hsa-miR-34a-5p,MIMAT0000255,MAGEA3,4102,Immunocytochemistry//Luciferase reporter assay//qRT-PCR//Western blot//Other//Luciferase Reporter Assay//PAR-CLIP,21177782|26701625,Breast cancerous tissues
hsa-miR-34a-5p,MIMAT0000255,MAGEA6,4105,Immunocytochemistry//Luciferase reporter assay//qRT-PCR//Western blot//Luciferase Reporter Assay//Other,21177782,Breast cancerous tissues
hsa-miR-34a-5p,MIMAT0000255,MAGI1,9223,Sequencing//HITS-CLIP//Biotin-Microarrays//PAR-CLIP,20371350|24389009|30455455|22102825|34031238|35269913|26962949|26061048|27150721|24906430|26701625,Breast cancerous tissues
hsa-miR-34a-5p,MIMAT0000255,MAP1B,4131,Proteomics//HITS-CLIP//PAR-CLIP//qCLASH//Biotin-Microarrays//Microarrays//pSILAC,21566225|24389009|34031238|30455455|24038734|35269913|30742093|24906430|26701625|34914716|22012620|26061048|22102825|24374217|27292025|23824327|19584398|23313552|20371350|27418678|23446348,Breast cancerous tissues
hsa-miR-34a-5p,MIMAT0000255,MAP2K1,5604,Luciferase reporter assay//Northern blot//qRT-PCR//Western blot//Other//HITS-CLIP//Western Blot//Microarrays//Biotin-qPCR//Luciferase Reporter Assay//PAR-CLIP//R-Seq//Biotin-Microarrays//qPCR,20299489|24906430|26061048|22102825|19584398|24038734|23313552|34031238|33406413|24668909|27292025|30670076|22927820|23592263,Breast cancerous tissues
hsa-miR-34a-5p,MIMAT0000255,MAP3K1,4214,CLASH//HITS-CLIP//PAR-CLIP,23622248|26061048|22100165|22291592|24389009|23592263|27150721|24668909,Breast cancerous tissues
hsa-miR-34a-5p,MIMAT0000255,MAP3K14,9020,qRT-PCR//Biotin-Microarrays//PAR-CLIP//HITS-CLIP,25864118|22102825|26701625|23592263|26061048|27292025|33406413|34031238|24038734|24668909|27150721|22100165,Breast cancerous tissues
hsa-miR-34a-5p,MIMAT0000255,MAP3K7,6885,Sequencing//PAR-CLIP//HITS-CLIP,20371350|26701625|23592263|24389009|24374217|34031238|33406413|27418678|35269913|27292025|24038734|27150721|22100165,Breast cancerous tissues
hsa-miR-34a-5p,MIMAT0000255,MAP3K9,4293,Luciferase reporter assay//qRT-PCR//Western blot//Other//PAR-CLIP//HITS-CLIP,21266077|26701625|23592263|24374217|24389009|26061048|24906430|33406413|26602609|30455455|27292025,Breast cancerous tissues
hsa-miR-34a-5p,MIMAT0000255,MAP4,4134,PAR-CLIP//Proteomics//HITS-CLIP//pSILAC//Biotin-Microarrays,21566225|26701625|24389009|26061048|27292025|30455455|22291592|27150721|34031238|24038734|22927820|23313552|22102825|30742093|27418678|22100165|23592263|22473208|24906430,Breast cancerous tissues
hsa-miR-34a-5p,MIMAT0000255,MAPK3,5595,CLASH//HITS-CLIP,23622248|24389009|27150721|26061048|24906430,Breast cancerous tissues
hsa-miR-34a-5p,MIMAT0000255,MARCHF5,54708,Microarray//qRT-PCR//HITS-CLIP,22815788|24389009|26061048|27150721|34031238|35269913,Breast cancerous tissues
hsa-miR-34a-5p,MIMAT0000255,MAST3,23031,PAR-CLIP//HITS-CLIP,22291592|24389009|35269913|26701625|24038734|23592263|27150721,Breast cancerous tissues
hsa-miR-34a-5p,MIMAT0000255,MAZ,4150,PAR-CLIP//HITS-CLIP,23592263|26701625|26226348|24906430|24668909|23024010|24389009|24038734|27292025|27150721|33406413,Breast cancerous tissues
hsa-miR-34a-5p,MIMAT0000255,MBD6,114785,PAR-CLIP//HITS-CLIP//Biotin-Microarrays,23592263|26061048|24389009|24906430|33406413|24668909|23313552|27292025|22102825|26701625|24038734|25768906|24374217|27150721|22927820|22100165|30455455|22291592|34031238|35269913|26962949,Breast cancerous tissues
hsa-miR-34a-5p,MIMAT0000255,MCFD2,90411,PAR-CLIP//HITS-CLIP//Biotin-Microarrays//R-Seq,27292025|24906430|22102825|30455455|24389009|24038734|31101765|24374217|27150721|35269913|30742093|22100165|33406413|22012620|22291592|23592263|26061048|26962949|30670076|23313552|26701625,Breast cancerous tissues
hsa-miR-34a-5p,MIMAT0000255,MCL1,4170,PCR array//PAR-CLIP//HITS-CLIP,28097098|23446348|22100165|24389009|22291592|24668909|27150721|28925592|31101765|22927820|26061048|23592263|26701625|27292025,Breast cancerous tissues
hsa-miR-34a-5p,MIMAT0000255,MCM10,55388,CLASH//PAR-CLIP//HITS-CLIP//Microarrays,23622248|22291592|24906430|27150721|35269913|26701625|22102825|22012620|26061048,Breast cancerous tissues
hsa-miR-34a-5p,MIMAT0000255,MCM2,4171,Proteomics//HITS-CLIP//PAR-CLIP//pSILAC//Western Blot//Luciferase Reporter Assay//Biotin-qPCR//qPCR//Microarrays,21566225|26061048|26701625|22102825|27150721|33406413|24038734|22100165|23592263|27292025|19584398|24906430|24668909,Breast cancerous tissues
hsa-miR-34a-5p,MIMAT0000255,MCM3,4172,Proteomics//HITS-CLIP//PAR-CLIP//Microarrays//pSILAC,21566225|24038734|26061048|24389009|24668909|27292025|24906430|34031238|19584398|23313552|27150721|22102825|33406413|30742093,Breast cancerous tissues
hsa-miR-34a-5p,MIMAT0000255,MCM4,4173,Proteomics//HITS-CLIP//PAR-CLIP//Biotin-qPCR//pSILAC//qPCR//Western Blot,21566225|23313552|33406413|23446348|27150721|27292025|22102825|24038734|34031238|24389009|26701625|24906430|26061048|27418678|23592263|30455455,Breast cancerous tissues
hsa-miR-34a-5p,MIMAT0000255,MCM5,4174,Proteomics//Luciferase Reporter Assay//HITS-CLIP//qPCR//Biotin-Microarrays//Biotin-qPCR//pSILAC//PAR-CLIP//Western Blot//Microarrays,21566225|22102825|26061048|30455455|24038734|35269913|27150721|33406413|22100165|26701625|26962949|24906430|24389009|24668909|27292025,Breast cancerous tissues
hsa-miR-34a-5p,MIMAT0000255,MCM6,4175,Proteomics//HITS-CLIP//PAR-CLIP//pSILAC//Microarrays,21566225|27150721|24906430|23446348|24389009|26061048|34031238|26701625|23313552|33406413|24668909|24038734|30455455|22102825|23592263,Breast cancerous tissues
hsa-miR-34a-5p,MIMAT0000255,MCM7,4176,Proteomics//PAR-CLIP//HITS-CLIP//pSILAC,21566225|26701625|24668909|27150721|24038734|26061048|33406413|27418678|23313552|24906430|27292025|30742093|34031238|24389009|23024010|22927820|26602609|22291592|23592263,Breast cancerous tissues
hsa-miR-34a-5p,MIMAT0000255,MCMBP,79892,Proteomics//HITS-CLIP//pSILAC//PAR-CLIP,21566225|24906430|26061048|35269913|24038734|30455455|27418678|30742093|22927820|34031238|22100165|26701625|24389009|23313552|22473208,Breast cancerous tissues
hsa-miR-34a-5p,MIMAT0000255,MDM4,4194,Immunohistochemistry//Luciferase reporter assay//Microarray//PAR-CLIP//qRT-PCR//Western blot//Other//HITS-CLIP//Biotin-Microarrays//Microarrays,19461653|22870278|24532687|23592263|27150721|24906430|24389009|22291592|22473208|24668909|22100165|35269913|23446348|26962949|24398324|22102825|27292025|24374217|26701625|34031238|24038734|33406413|27418678|26061048|21572407|22927820,Breast cancerous tissues
hsa-miR-34a-5p,MIMAT0000255,ME1,4199,Proteomics//PAR-CLIP//HITS-CLIP//pSILAC,21566225|23592263|24389009,Breast cancerous tissues
hsa-miR-34a-5p,MIMAT0000255,MED15,51586,CLASH//PAR-CLIP//HITS-CLIP,23622248|26701625|26061048|27292025|27150721|24389009|23313552,Breast cancerous tissues
hsa-miR-34a-5p,MIMAT0000255,MET,4233,ELISA//Flow//Immunoblot//Immunofluorescence//Immunohistochemistry//In situ hybridization//Luciferase reporter assay//Northern blot//qRT-PCR//Western blot//HITS-CLIP//PAR-CLIP//Microarrays//Biotin-Microarrays//Luciferase Reporter Assay//qPCR//Biotin-qPCR//Western Blot//R-Seq//Other,19461653|18834857|19006648|19029026|20309880|19773441|22457788|22159222|21240262|23970470|24983493|26313360|26238271|27513895|28250026|27418678|27150721|24374217|23313552|34031238|26061048|24389009|26701625|35269913|22102825|24668909|25768906|24038734|27292025|23592263|26602609|24906430|26962949|24837198|30670076|19815577,Breast cancerous tissues
hsa-miR-34a-5p,MIMAT0000255,METAP1,23173,Sequencing//HITS-CLIP//R-Seq//PAR-CLIP//Microarrays//Biotin-Microarrays,20371350|24389009|30670076|27292025|34031238|26701625|19584398|22102825|24668909|26061048,Breast cancerous tissues
hsa-miR-34a-5p,MIMAT0000255,MFN2,9927,CLASH//HITS-CLIP//PAR-CLIP//R-Seq,23622248|24389009|25768906|24668909|27418678|27292025|24038734|26701625|24374217|22291592|28735896|33406413|22012620|24906430|30670076|31101765|30742093|35269913|23313552|26061048,Breast cancerous tissues
hsa-miR-34a-5p,MIMAT0000255,MFSD8,256471,PAR-CLIP//HITS-CLIP,22100165|26061048|24389009|27150721|24906430|24374217,Breast cancerous tissues
hsa-miR-34a-5p,MIMAT0000255,MIGA1,374986,PAR-CLIP//HITS-CLIP//Biotin-Microarrays,21572407|24668909|26962949|22927820|22012620|24389009|30455455|22291592|23592263|22100165|35269913|22102825,Breast cancerous tissues
hsa-miR-34a-5p,MIMAT0000255,MKI67,4288,Proteomics//PAR-CLIP//HITS-CLIP//pSILAC//Microarrays,21566225|24668909|26061048|26701625|24906430|27150721|33406413|27292025|24038734|23313552|26602609|22102825|26962949|23024010,Breast cancerous tissues
hsa-miR-34a-5p,MIMAT0000255,MKLN1,4289,HITS-CLIP//PAR-CLIP,22927820|22291592|26061048|27150721|24906430|31101765|24389009|24038734|22100165|24374217|23592263|24668909|30455455,Breast cancerous tissues
hsa-miR-34a-5p,MIMAT0000255,MKNK2,2872,PAR-CLIP//HITS-CLIP//Microarrays//Biotin-Microarrays,23592263|24038734|24389009|24906430|27150721|22100165|35269913|24668909|17540599|22291592|34031238|30455455|33406413|27292025|26701625|22927820|26061048|23446348|23313552|31101765|24374217|22102825|24398324|20371350|21572407|27418678|22473208,Breast cancerous tissues
hsa-miR-34a-5p,MIMAT0000255,MLLT1,4298,PAR-CLIP//HITS-CLIP//Microarrays,26701625|27292025|26061048|27150721|24038734|24389009|22102825|24906430|23592263|23024010|24668909|30455455|35269913,Breast cancerous tissues
hsa-miR-34a-5p,MIMAT0000255,MMP2,4313,qRT-PCR//HITS-CLIP,33773546|23824327|24038734|24389009|24374217|35269913,Breast cancerous tissues
hsa-miR-34a-5p,MIMAT0000255,MMP7,4316,ELISA//qRT-PCR,24981249,Breast cancerous tissues
hsa-miR-34a-5p,MIMAT0000255,MMS19,64210,Proteomics//HITS-CLIP//pSILAC//PAR-CLIP//Biotin-Microarrays//R-Seq,21566225|27150721|26061048|24389009|23592263|27292025|24038734|30455455|34031238|24906430|22102825|22927820|30670076,Breast cancerous tissues
hsa-miR-34a-5p,MIMAT0000255,MOAP1,64112,PAR-CLIP//Microarrays//HITS-CLIP//Biotin-Microarrays,21572407|17540599|24906430|22100165|23446348|23592263|34031238|27150721|22291592|24398324|26061048|22102825|22927820|24389009|20371350|24038734|30455455|23313552|24668909,Breast cancerous tissues
hsa-miR-34a-5p,MIMAT0000255,MOV10,4343,Sequencing//HITS-CLIP//PAR-CLIP//Microarrays//qCLASH//Biotin-Microarrays,20371350|34031238|33406413|26701625|22102825|29386283|24038734|27150721|24906430|22291592|26962949|35269913|23592263|27292025,Breast cancerous tissues
hsa-miR-34a-5p,MIMAT0000255,MRE11,4361,Proteomics//PAR-CLIP//HITS-CLIP//pSILAC,21566225|27292025|23313552|26061048|24389009,Breast cancerous tissues
hsa-miR-34a-5p,MIMAT0000255,MRE11A,4361,Proteomics,21566225,Breast cancerous tissues
hsa-miR-34a-5p,MIMAT0000255,MRNIP,51149,HITS-CLIP,28735896|24038734|24389009,Breast cancerous tissues
hsa-miR-34a-5p,MIMAT0000255,MRPS26,64949,Proteomics//PAR-CLIP//HITS-CLIP//pSILAC,21566225|22291592|26061048|27150721|24374217|27292025|24389009|26701625|24906430|22927820,Breast cancerous tissues
hsa-miR-34a-5p,MIMAT0000255,MST1,4485,Proteomics//HITS-CLIP//PAR-CLIP,21566225|24389009|28925592,Breast cancerous tissues
hsa-miR-34a-5p,MIMAT0000255,MTA2,9219,Proteomics//Reporter assay//Western blot//Reporter assay;Western blot;Other//HITS-CLIP//PAR-CLIP//Biotin-Microarrays//Luciferase Reporter Assay//pSILAC//R-Seq//Microarrays,21566225|20018894|27150721|24038734|22927820|26061048|35269913|22473208|30455455|22100165|34031238|27292025|24668909|24389009|24906430|26701625|23592263|22102825|22291592|24374217|30670076|33406413,Breast cancerous tissues
hsa-miR-34a-5p,MIMAT0000255,MTAP,4507,Proteomics//Sequencing//PAR-CLIP//HITS-CLIP//Microarrays//Biotin-Microarrays,20371350|21566225|26701625|24389009|23446348|22291592|22100165|22102825|24668909,Breast cancerous tissues
hsa-miR-34a-5p,MIMAT0000255,MTDH,92140,Sequencing//HITS-CLIP//PAR-CLIP//R-Seq,20371350|24038734|26701625|24398324|22291592|23313552|34031238|22100165|24389009|27150721|27292025|35269913|26061048|23446348|23592263|24668909|33406413|30670076|24906430|30455455,Breast cancerous tissues
hsa-miR-34a-5p,MIMAT0000255,MTMR2,8898,CLASH//HITS-CLIP//PAR-CLIP//Biotin-Microarrays,23622248|27150721|24906430|22291592|24389009|22100165|26061048|22102825|27292025|23592263|23446348|34031238,Breast cancerous tissues
hsa-miR-34a-5p,MIMAT0000255,MTMR9,66036,Sequencing//PAR-CLIP//HITS-CLIP//Biotin-Microarrays,20371350|23446348|30455455|22927820|22291592|35269913|22102825|24389009|24668909|33406413|24906430|26962949|26701625,Breast cancerous tissues
hsa-miR-34a-5p,MIMAT0000255,MYB,4602,Luciferase reporter assay//Proteomics//qRT-PCR//Western blot//Other//Microarrays//HITS-CLIP//PAR-CLIP//Biotin-qPCR//qCLASH//Biotin-Microarrays//Luciferase Reporter Assay,19584398|21566225|24504520|27150721|22102825|24668909|24906430|33406413|33956915|30455455|22927820|34031238,Breast cancerous tissues
hsa-miR-34a-5p,MIMAT0000255,MYC,4609,Luciferase reporter assay//Microarray//qRT-PCR//Reporter assay//Sequencing//TRAP//Western blot//Reporter assay;Western blot;qRT-PCR;Microarray;Other//Other//PAR-CLIP//HITS-CLIP//qCLASH//Microarrays//Biotin-qPCR,19696787|21294122|21297663|22159222|20371350|24510096|25572695|23592263|26061048|33956915|26962949|26701625|19584398|24038734|22102825|27150721|33406413|29386283|23313552|24389009|27292025|34914716|22473208|22291592|20212154,Breast cancerous tissues
hsa-miR-34a-5p,MIMAT0000255,MYCN,4613,Immunohistochemistry//Luciferase reporter assay//qRT-PCR//Western blot//HITS-CLIP//PAR-CLIP//Other,18504438|18505919|19461653|17297439|22020437|22662276|25348795|27764804|27836543|26602609|27418678|26962949|30455455|24389009|22012620|24906430|27150721|21654684,Breast cancerous tissues
hsa-miR-34a-5p,MIMAT0000255,MYO1C,4641,Proteomics//HITS-CLIP//PAR-CLIP//Microarrays//R-Seq//pSILAC//Biotin-Microarrays,21566225|35269913|27150721|26701625|22102825|24038734|24906430|26226348|33406413|23313552|30670076|27292025|26061048|24389009|34031238,Breast cancerous tissues
hsa-miR-34a-5p,MIMAT0000255,MYOF,26509,Proteomics//PAR-CLIP//HITS-CLIP//pSILAC,21566225|26701625|34031238|24389009|24374217|26061048|24906430|24038734|27292025|27150721|35269913|23313552,Breast cancerous tissues
hsa-miR-34a-5p,MIMAT0000255,NAIP,4671,PCR array,28097098,Breast cancerous tissues
hsa-miR-34a-5p,MIMAT0000255,NAMPT,10135,Luciferase reporter assay//Western blot//HITS-CLIP//Biotin-Microarrays//Microarrays//R-Seq,23834033|24906430|22102825|24389009|19584398|24374217|35269913|30670076,Breast cancerous tissues
hsa-miR-34a-5p,MIMAT0000255,NANOG,79923,Luciferase reporter assay//Western blot,22020437,Breast cancerous tissues
hsa-miR-34a-5p,MIMAT0000255,NASP,4678,Proteomics//HITS-CLIP//Biotin-Microarrays//pSILAC//PAR-CLIP//Microarrays,21566225|23313552|30455455|22102825|24906430|26061048|24038734|26701625|27292025,Breast cancerous tissues
hsa-miR-34a-5p,MIMAT0000255,NCAPG,64151,Proteomics//HITS-CLIP//Microarrays//PAR-CLIP//pSILAC,21566225|26061048|21602795|27292025|22100165|26701625|24038734|35269913|24389009|23313552,Breast cancerous tissues
hsa-miR-34a-5p,MIMAT0000255,NCBP2,22916,Sequencing//HITS-CLIP//PAR-CLIP,20371350|24038734|26061048|24906430|26701625|22291592|26226348|35269913|23313552|27292025|24389009,Breast cancerous tissues
hsa-miR-34a-5p,MIMAT0000255,NCOA1,8648,Microarray//qRT-PCR//HITS-CLIP//PAR-CLIP//Microarrays//Biotin-Microarrays,22815788|27150721|24389009|34031238|22291592|35269913|22102825|24038734|24906430|24668909|26061048|26701625|23824327|22012620|30455455|22927820,Breast cancerous tissues
hsa-miR-34a-5p,MIMAT0000255,NDRG1,10397,Proteomics//PAR-CLIP//HITS-CLIP//Microarrays//pSILAC,21566225|27292025|24389009|26061048|30455455|26701625|24668909|17540599|22927820|22100165|24374217|23592263,Breast cancerous tissues
hsa-miR-34a-5p,MIMAT0000255,NELFCD,51497,Proteomics//HITS-CLIP//PAR-CLIP//pSILAC,21566225|26061048|24906430|27292025|27150721|26701625|24389009,Breast cancerous tissues
hsa-miR-34a-5p,MIMAT0000255,NEUROD2,4761,PAR-CLIP,23592263,Breast cancerous tissues
