ID,Accession,Target,TargetID,Experiment,Literature,Tissue
hsa-let-7b-5p,MIMAT0000063,MKRN2,23609,Proteomics,18668040,Breast cancerous tissues
hsa-let-7b-5p,MIMAT0000063,MLLT1,4298,Proteomics//pSILAC,18668040,Breast cancerous tissues
hsa-let-7b-5p,MIMAT0000063,MLLT10,8028,PAR-CLIP,23592263|27292025,Breast cancerous tissues
hsa-let-7b-5p,MIMAT0000063,MMACHC,25974,CLASH,23622248,Breast cancerous tissues
hsa-let-7b-5p,MIMAT0000063,MMS22L,253714,Proteomics//pSILAC,18668040,Breast cancerous tissues
hsa-let-7b-5p,MIMAT0000063,MOB1A,55233,Proteomics,18668040,Breast cancerous tissues
hsa-let-7b-5p,MIMAT0000063,MOB1B,92597,Proteomics,18668040,Breast cancerous tissues
hsa-let-7b-5p,MIMAT0000063,MOV10,4343,CLASH,23622248,Breast cancerous tissues
hsa-let-7b-5p,MIMAT0000063,MPG,4350,Proteomics,18668040,Breast cancerous tissues
hsa-let-7b-5p,MIMAT0000063,MPND,84954,CLASH,23622248,Breast cancerous tissues
hsa-let-7b-5p,MIMAT0000063,MRM1,79922,Proteomics//pSILAC,18668040,Breast cancerous tissues
hsa-let-7b-5p,MIMAT0000063,MRM3,55178,Proteomics,18668040,Breast cancerous tissues
hsa-let-7b-5p,MIMAT0000063,MRPL12,6182,PAR-CLIP,23592263,Breast cancerous tissues
hsa-let-7b-5p,MIMAT0000063,MRPL37,51253,CLASH,23622248,Breast cancerous tissues
hsa-let-7b-5p,MIMAT0000063,MRPL47,57129,Proteomics,18668040,Breast cancerous tissues
hsa-let-7b-5p,MIMAT0000063,MRPS11,64963,CLASH,23622248,Breast cancerous tissues
hsa-let-7b-5p,MIMAT0000063,MRPS24,64951,Proteomics//pSILAC,18668040,Breast cancerous tissues
hsa-let-7b-5p,MIMAT0000063,MRPS33,51650,Proteomics//pSILAC,18668040,Breast cancerous tissues
hsa-let-7b-5p,MIMAT0000063,MSANTD2,79684,CLASH,23622248,Breast cancerous tissues
hsa-let-7b-5p,MIMAT0000063,MSI1,4440,CLASH,23622248,Breast cancerous tissues
hsa-let-7b-5p,MIMAT0000063,MSI2,124540,PAR-CLIP,21572407,Breast cancerous tissues
hsa-let-7b-5p,MIMAT0000063,MSN,4478,CLASH,23622248,Breast cancerous tissues
hsa-let-7b-5p,MIMAT0000063,MTFP1,51537,Proteomics,18668040,Breast cancerous tissues
hsa-let-7b-5p,MIMAT0000063,MTPN,136319,Reporter assay,15806104,Breast cancerous tissues
hsa-let-7b-5p,MIMAT0000063,MTRR,4552,Proteomics//pSILAC,18668040,Breast cancerous tissues
hsa-let-7b-5p,MIMAT0000063,MTSS1L,92154,CLASH,23622248,Breast cancerous tissues
hsa-let-7b-5p,MIMAT0000063,MTUS1,57509,CLASH//PAR-CLIP,23622248|23592263|24398324|23446348|26701625,Breast cancerous tissues
hsa-let-7b-5p,MIMAT0000063,MTX3,345778,HITS-CLIP,23706177,Breast cancerous tissues
hsa-let-7b-5p,MIMAT0000063,MXD1,4084,PAR-CLIP,21572407,Breast cancerous tissues
hsa-let-7b-5p,MIMAT0000063,MYC,4609,CLASH//TRAP,23622248|24510096,Breast cancerous tissues
hsa-let-7b-5p,MIMAT0000063,MYCBP,26292,Proteomics,18668040,Breast cancerous tissues
hsa-let-7b-5p,MIMAT0000063,MYO1C,4641,CLASH,23622248,Breast cancerous tissues
hsa-let-7b-5p,MIMAT0000063,MYO1E,4643,Proteomics,18668040,Breast cancerous tissues
hsa-let-7b-5p,MIMAT0000063,NAA10,8260,CLASH,23622248,Breast cancerous tissues
hsa-let-7b-5p,MIMAT0000063,NAA15,80155,Proteomics,18668040,Breast cancerous tissues
hsa-let-7b-5p,MIMAT0000063,NAA20,51126,CLASH//PAR-CLIP,23622248|23592263,Breast cancerous tissues
hsa-let-7b-5p,MIMAT0000063,NAA25,80018,Proteomics//pSILAC,18668040,Breast cancerous tissues
hsa-let-7b-5p,MIMAT0000063,NAA30,122830,PAR-CLIP,21572407,Breast cancerous tissues
hsa-let-7b-5p,MIMAT0000063,NAA40,79829,Proteomics//pSILAC,18668040,Breast cancerous tissues
hsa-let-7b-5p,MIMAT0000063,NAA50,80218,Proteomics,18668040,Breast cancerous tissues
hsa-let-7b-5p,MIMAT0000063,NABP2,79035,CLASH,23622248,Breast cancerous tissues
hsa-let-7b-5p,MIMAT0000063,NACA,4666,CLASH,23622248,Breast cancerous tissues
hsa-let-7b-5p,MIMAT0000063,NAF1,92345,Proteomics,18668040,Breast cancerous tissues
hsa-let-7b-5p,MIMAT0000063,NAP1L1,4673,HITS-CLIP,19536157,Breast cancerous tissues
hsa-let-7b-5p,MIMAT0000063,NARS2,79731,Proteomics,18668040,Breast cancerous tissues
hsa-let-7b-5p,MIMAT0000063,NAT8L,339983,PAR-CLIP,21572407,Breast cancerous tissues
hsa-let-7b-5p,MIMAT0000063,NBPF15,284565,CLASH,23622248,Breast cancerous tissues
hsa-let-7b-5p,MIMAT0000063,NCAPD2,9918,CLASH,23622248,Breast cancerous tissues
hsa-let-7b-5p,MIMAT0000063,NCAPG2,54892,Proteomics//pSILAC,18668040,Breast cancerous tissues
hsa-let-7b-5p,MIMAT0000063,NCKIPSD,51517,HITS-CLIP//PAR-CLIP,23446348|23706177,Breast cancerous tissues
hsa-let-7b-5p,MIMAT0000063,NCOA3,8202,PAR-CLIP,24398324|26701625,Breast cancerous tissues
hsa-let-7b-5p,MIMAT0000063,NCOA5,57727,CLASH,23622248,Breast cancerous tissues
hsa-let-7b-5p,MIMAT0000063,NCOR1,9611,CLASH,23622248,Breast cancerous tissues
hsa-let-7b-5p,MIMAT0000063,ND1,4535,CLASH,23622248,Breast cancerous tissues
hsa-let-7b-5p,MIMAT0000063,ND2,4536,CLASH,23622248,Breast cancerous tissues
hsa-let-7b-5p,MIMAT0000063,ND4,4538,CLASH,23622248,Breast cancerous tissues
hsa-let-7b-5p,MIMAT0000063,ND4L,4539,CLASH,23622248,Breast cancerous tissues
hsa-let-7b-5p,MIMAT0000063,ND5,4540,CLASH,23622248,Breast cancerous tissues
hsa-let-7b-5p,MIMAT0000063,NDRG1,10397,CLASH,23622248,Breast cancerous tissues
hsa-let-7b-5p,MIMAT0000063,NDUFA10,4705,CLASH,23622248,Breast cancerous tissues
hsa-let-7b-5p,MIMAT0000063,NDUFA4P1,360165,PAR-CLIP,22100165,Breast cancerous tissues
hsa-let-7b-5p,MIMAT0000063,NDUFAF7,55471,Proteomics,18668040,Breast cancerous tissues
hsa-let-7b-5p,MIMAT0000063,NEDD4,4734,Proteomics//pSILAC,18668040,Breast cancerous tissues
hsa-let-7b-5p,MIMAT0000063,NEK9,91754,CLASH,23622248,Breast cancerous tissues
hsa-let-7b-5p,MIMAT0000063,NEMP1,23306,CLIP-Seq dataset analysis//HITS-CLIP//PAR-CLIP//Microarrays//qCLASH//Chimeric fragments,23313552|24906430|30455455|26701625|24389009|27292025|22927820|23592263|18668040|27150721|23824327|20371350|34031238|35269913|33406413|24038734|26061048|27418678|29386283|24857550,Breast cancerous tissues
hsa-let-7b-5p,MIMAT0000063,NFATC1,4772,CLASH,23622248,Breast cancerous tissues
hsa-let-7b-5p,MIMAT0000063,NFATC3,4775,CLASH,23622248,Breast cancerous tissues
hsa-let-7b-5p,MIMAT0000063,NFKBIA,4792,CLASH,23622248,Breast cancerous tissues
hsa-let-7b-5p,MIMAT0000063,NFU1,27247,CLASH,23622248,Breast cancerous tissues
hsa-let-7b-5p,MIMAT0000063,NHLRC2,374354,HITS-CLIP,23313552,Breast cancerous tissues
hsa-let-7b-5p,MIMAT0000063,NHLRC3,387921,PAR-CLIP,24398324|21572407|20371350,Breast cancerous tissues
hsa-let-7b-5p,MIMAT0000063,NHSL1,57224,CLASH,23622248,Breast cancerous tissues
hsa-let-7b-5p,MIMAT0000063,NIPBL,25836,Proteomics,18668040,Breast cancerous tissues
hsa-let-7b-5p,MIMAT0000063,NLE1,54475,Proteomics,18668040,Breast cancerous tissues
hsa-let-7b-5p,MIMAT0000063,NME4,4833,CLASH,23622248,Breast cancerous tissues
hsa-let-7b-5p,MIMAT0000063,NME6,10201,Proteomics,18668040,Breast cancerous tissues
hsa-let-7b-5p,MIMAT0000063,NOA1,84273,PAR-CLIP,23592263|23446348,Breast cancerous tissues
hsa-let-7b-5p,MIMAT0000063,NOL6,65083,Proteomics,18668040,Breast cancerous tissues
hsa-let-7b-5p,MIMAT0000063,NOLC1,9221,Proteomics,18668040,Breast cancerous tissues
hsa-let-7b-5p,MIMAT0000063,NOM1,64434,PAR-CLIP,23592263|23446348,Breast cancerous tissues
hsa-let-7b-5p,MIMAT0000063,NOMO3,408050,CLASH,23622248,Breast cancerous tissues
hsa-let-7b-5p,MIMAT0000063,NOP14,8602,Proteomics,18668040,Breast cancerous tissues
hsa-let-7b-5p,MIMAT0000063,NOP53,29997,Proteomics,18668040,Breast cancerous tissues
hsa-let-7b-5p,MIMAT0000063,NPTN,27020,CLASH,23622248,Breast cancerous tissues
hsa-let-7b-5p,MIMAT0000063,NR2E1,7101,immunoblot//Luciferase reporter assay//Northern blot//Western blot,20133835,Breast cancerous tissues
hsa-let-7b-5p,MIMAT0000063,NR6A1,2649,PAR-CLIP,23592263,Breast cancerous tissues
hsa-let-7b-5p,MIMAT0000063,NRAS,4893,Immunohistochemistry//Luciferase reporter assay//Proteomics//qRT-PCR,17699775|19966857|18668040,Breast cancerous tissues
hsa-let-7b-5p,MIMAT0000063,NRD1,4898,CLASH,23622248,Breast cancerous tissues
hsa-let-7b-5p,MIMAT0000063,NRDC,4898,CLASH,23622248,Breast cancerous tissues
hsa-let-7b-5p,MIMAT0000063,NSA2,10412,Proteomics,18668040,Breast cancerous tissues
hsa-let-7b-5p,MIMAT0000063,NSD1,64324,PAR-CLIP,24398324,Breast cancerous tissues
hsa-let-7b-5p,MIMAT0000063,NSMCE4A,54780,Proteomics,18668040,Breast cancerous tissues
hsa-let-7b-5p,MIMAT0000063,NSUN2,54888,CLASH,23622248,Breast cancerous tissues
hsa-let-7b-5p,MIMAT0000063,NT5DC2,64943,CLASH,23622248,Breast cancerous tissues
hsa-let-7b-5p,MIMAT0000063,NUBP2,10101,Proteomics,18668040,Breast cancerous tissues
hsa-let-7b-5p,MIMAT0000063,NUCB2,4925,PAR-CLIP,23592263,Breast cancerous tissues
hsa-let-7b-5p,MIMAT0000063,NUCKS1,64710,CLASH,23622248,Breast cancerous tissues
hsa-let-7b-5p,MIMAT0000063,NUDT19,390916,Proteomics//pSILAC,18668040,Breast cancerous tissues
hsa-let-7b-5p,MIMAT0000063,NUP153,9972,CLASH,23622248,Breast cancerous tissues
hsa-let-7b-5p,MIMAT0000063,NUP155,9631,CLASH//PAR-CLIP//Proteomics,18668040|23622248|23446348|21572407|20371350,Breast cancerous tissues
hsa-let-7b-5p,MIMAT0000063,NUP214,8021,CLASH//Proteomics,18668040|23622248,Breast cancerous tissues
hsa-let-7b-5p,MIMAT0000063,NUP35,129401,Proteomics,18668040,Breast cancerous tissues
hsa-let-7b-5p,MIMAT0000063,NUSAP1,51203,CLASH,23622248,Breast cancerous tissues
hsa-let-7b-5p,MIMAT0000063,NVL,4931,Proteomics,18668040,Breast cancerous tissues
hsa-let-7b-5p,MIMAT0000063,NXN,64359,Proteomics//pSILAC,18668040,Breast cancerous tissues
hsa-let-7b-5p,MIMAT0000063,NXT2,55916,Microarray,17699775,Breast cancerous tissues
hsa-let-7b-5p,MIMAT0000063,OCLN,100506658,CLASH,23622248,Breast cancerous tissues
hsa-let-7b-5p,MIMAT0000063,ONECUT2,9480,PAR-CLIP,23446348,Breast cancerous tissues
hsa-let-7b-5p,MIMAT0000063,OPA3,80207,PAR-CLIP,23592263|26701625,Breast cancerous tissues
hsa-let-7b-5p,MIMAT0000063,OPRL1,4987,PAR-CLIP,22012620,Breast cancerous tissues
hsa-let-7b-5p,MIMAT0000063,ORC4,5000,Proteomics,18668040,Breast cancerous tissues
hsa-let-7b-5p,MIMAT0000063,OSBPL10,114884,Proteomics,18668040,Breast cancerous tissues
hsa-let-7b-5p,MIMAT0000063,OSTM1,28962,CLASH,23622248,Breast cancerous tissues
hsa-let-7b-5p,MIMAT0000063,OTUB1,55611,CLASH,23622248,Breast cancerous tissues
hsa-let-7b-5p,MIMAT0000063,OXA1L,5018,Proteomics,18668040,Breast cancerous tissues
hsa-let-7b-5p,MIMAT0000063,OXNAD1,92106,Proteomics,18668040,Breast cancerous tissues
hsa-let-7b-5p,MIMAT0000063,OXR1,55074,CLASH,23622248,Breast cancerous tissues
hsa-let-7b-5p,MIMAT0000063,PA2G4,5036,CLASH,23622248,Breast cancerous tissues
hsa-let-7b-5p,MIMAT0000063,PAAF1,80227,Proteomics,18668040,Breast cancerous tissues
hsa-let-7b-5p,MIMAT0000063,PABPC1,26986,CLASH,23622248,Breast cancerous tissues
hsa-let-7b-5p,MIMAT0000063,PAFAH1B3,5050,Proteomics,18668040,Breast cancerous tissues
hsa-let-7b-5p,MIMAT0000063,PAFAH2,5051,HITS-CLIP,19536157,Breast cancerous tissues
hsa-let-7b-5p,MIMAT0000063,PAK1,5058,CLASH,23622248,Breast cancerous tissues
hsa-let-7b-5p,MIMAT0000063,PALD1,27143,CLASH,23622248,Breast cancerous tissues
hsa-let-7b-5p,MIMAT0000063,PAPOLA,10914,CLASH,23622248,Breast cancerous tissues
hsa-let-7b-5p,MIMAT0000063,PAPSS1,9061,Proteomics,18668040,Breast cancerous tissues
hsa-let-7b-5p,MIMAT0000063,PARP16,54956,PAR-CLIP,20371350,Breast cancerous tissues
hsa-let-7b-5p,MIMAT0000063,PARVB,29780,Proteomics,18668040,Breast cancerous tissues
hsa-let-7b-5p,MIMAT0000063,PAX3,5077,CLASH,23622248,Breast cancerous tissues
hsa-let-7b-5p,MIMAT0000063,PBX2,5089,PAR-CLIP,26701625,Breast cancerous tissues
hsa-let-7b-5p,MIMAT0000063,PCBP2,5094,CLASH,23622248,Breast cancerous tissues
hsa-let-7b-5p,MIMAT0000063,PCCB,5096,Proteomics,18668040,Breast cancerous tissues
hsa-let-7b-5p,MIMAT0000063,PCGF3,10336,CLASH//PAR-CLIP,23622248|23592263|23446348|20371350,Breast cancerous tissues
hsa-let-7b-5p,MIMAT0000063,PCYT1A,5130,Proteomics,18668040,Breast cancerous tissues
hsa-let-7b-5p,MIMAT0000063,PCYT1B,9468,Proteomics,18668040,Breast cancerous tissues
hsa-let-7b-5p,MIMAT0000063,PCYT2,5833,CLASH,23622248,Breast cancerous tissues
hsa-let-7b-5p,MIMAT0000063,PDCD10,11235,Proteomics,18668040,Breast cancerous tissues
hsa-let-7b-5p,MIMAT0000063,PDCD11,22984,CLASH//Proteomics,18668040|23622248,Breast cancerous tissues
hsa-let-7b-5p,MIMAT0000063,PDCL3,79031,CLASH,23622248,Breast cancerous tissues
hsa-let-7b-5p,MIMAT0000063,PDE12,201626,Microarray//PAR-CLIP//Proteomics,17699775|18668040|24398324|23446348|21572407|20371350,Breast cancerous tissues
hsa-let-7b-5p,MIMAT0000063,PDGFB,5155,PAR-CLIP,27292025,Breast cancerous tissues
hsa-let-7b-5p,MIMAT0000063,PDGFRA,5156,Luciferase reporter assay//Microarray//qRT-PCR,17942906|22995917,Breast cancerous tissues
hsa-let-7b-5p,MIMAT0000063,PDHX,8050,Proteomics,18668040,Breast cancerous tissues
hsa-let-7b-5p,MIMAT0000063,PDK1,5163,Proteomics,18668040,Breast cancerous tissues
hsa-let-7b-5p,MIMAT0000063,PDLIM5,10611,PAR-CLIP,26701625,Breast cancerous tissues
hsa-let-7b-5p,MIMAT0000063,PDP2,57546,CLASH//PAR-CLIP,23622248|23592263,Breast cancerous tissues
hsa-let-7b-5p,MIMAT0000063,PDPR,55066,Proteomics,18668040,Breast cancerous tissues
hsa-let-7b-5p,MIMAT0000063,PDS5A,23244,CLASH,23622248,Breast cancerous tissues
hsa-let-7b-5p,MIMAT0000063,PDZD8,118987,PAR-CLIP,21572407,Breast cancerous tissues
hsa-let-7b-5p,MIMAT0000063,PEG10,23089,PAR-CLIP,20371350,Breast cancerous tissues
hsa-let-7b-5p,MIMAT0000063,PER1,5187,CLASH,23622248,Breast cancerous tissues
hsa-let-7b-5p,MIMAT0000063,PEX11B,8799,PAR-CLIP//Proteomics,18668040|21572407,Breast cancerous tissues
hsa-let-7b-5p,MIMAT0000063,PEX6,5190,CLASH,23622248,Breast cancerous tissues
hsa-let-7b-5p,MIMAT0000063,PFKM,5213,CLASH,23622248,Breast cancerous tissues
hsa-let-7b-5p,MIMAT0000063,PFN1,5216,CLASH,23622248,Breast cancerous tissues
hsa-let-7b-5p,MIMAT0000063,PGM1,5236,CLASH,23622248,Breast cancerous tissues
hsa-let-7b-5p,MIMAT0000063,PGM2L1,283209,PAR-CLIP,23592263,Breast cancerous tissues
hsa-let-7b-5p,MIMAT0000063,PGM3,5238,Proteomics,18668040,Breast cancerous tissues
hsa-let-7b-5p,MIMAT0000063,PGRMC1,10857,PAR-CLIP//Proteomics//pSILAC,18668040|21572407,Breast cancerous tissues
hsa-let-7b-5p,MIMAT0000063,PHACTR4,65979,HITS-CLIP,23706177,Breast cancerous tissues
hsa-let-7b-5p,MIMAT0000063,PHKA1,5255,CLASH,23622248,Breast cancerous tissues
hsa-let-7b-5p,MIMAT0000063,PIGG,54872,CLASH,23622248,Breast cancerous tissues
hsa-let-7b-5p,MIMAT0000063,PIGU,128869,Proteomics,18668040,Breast cancerous tissues
hsa-let-7b-5p,MIMAT0000063,PIH1D1,55011,Proteomics,18668040,Breast cancerous tissues
hsa-let-7b-5p,MIMAT0000063,PIP4P1,90809,CLASH,23622248,Breast cancerous tissues
hsa-let-7b-5p,MIMAT0000063,PITHD1,57095,Proteomics,18668040,Breast cancerous tissues
hsa-let-7b-5p,MIMAT0000063,PLAGL2,5326,Microarray//PAR-CLIP,17699775|23592263|26701625,Breast cancerous tissues
hsa-let-7b-5p,MIMAT0000063,PLCB3,5331,Proteomics,18668040,Breast cancerous tissues
hsa-let-7b-5p,MIMAT0000063,PLCG2,5336,PAR-CLIP,24398324|23446348,Breast cancerous tissues
hsa-let-7b-5p,MIMAT0000063,PLD3,23646,PAR-CLIP,26701625,Breast cancerous tissues
hsa-let-7b-5p,MIMAT0000063,PLEKHA3,65977,PAR-CLIP,21572407,Breast cancerous tissues
hsa-let-7b-5p,MIMAT0000063,PLEKHO1,51177,PAR-CLIP,22291592|20371350,Breast cancerous tissues
hsa-let-7b-5p,MIMAT0000063,PLK1,5347,CLASH,23622248,Breast cancerous tissues
hsa-let-7b-5p,MIMAT0000063,PLXDC2,84898,Proteomics,18668040,Breast cancerous tissues
hsa-let-7b-5p,MIMAT0000063,PLXNB2,23654,CLASH,23622248,Breast cancerous tissues
hsa-let-7b-5p,MIMAT0000063,PLXND1,23129,PAR-CLIP,23592263,Breast cancerous tissues
hsa-let-7b-5p,MIMAT0000063,PM20D2,135293,PAR-CLIP,21572407,Breast cancerous tissues
hsa-let-7b-5p,MIMAT0000063,PMAIP1,5366,PAR-CLIP,23592263,Breast cancerous tissues
hsa-let-7b-5p,MIMAT0000063,PMF1,11243,Proteomics,18668040,Breast cancerous tissues
hsa-let-7b-5p,MIMAT0000063,PMPCA,23203,PAR-CLIP,21572407|20371350,Breast cancerous tissues
hsa-let-7b-5p,MIMAT0000063,POLD2,5425,Proteomics//pSILAC,18668040,Breast cancerous tissues
hsa-let-7b-5p,MIMAT0000063,POLL,27343,PAR-CLIP,26701625,Breast cancerous tissues
hsa-let-7b-5p,MIMAT0000063,POLR1A,25885,Proteomics,18668040,Breast cancerous tissues
hsa-let-7b-5p,MIMAT0000063,POLR1B,84172,Proteomics,18668040,Breast cancerous tissues
hsa-let-7b-5p,MIMAT0000063,POLR2A,5430,CLASH,23622248,Breast cancerous tissues
hsa-let-7b-5p,MIMAT0000063,POLR2C,5432,Proteomics//pSILAC,18668040,Breast cancerous tissues
hsa-let-7b-5p,MIMAT0000063,POLR2D,5433,PAR-CLIP,23592263|21572407|26701625,Breast cancerous tissues
hsa-let-7b-5p,MIMAT0000063,POLR2H,5437,Proteomics,18668040,Breast cancerous tissues
hsa-let-7b-5p,MIMAT0000063,POLR2L,5441,Proteomics,18668040,Breast cancerous tissues
hsa-let-7b-5p,MIMAT0000063,POLR3B,55703,Proteomics,18668040,Breast cancerous tissues
hsa-let-7b-5p,MIMAT0000063,POLR3D,661,HITS-CLIP,23313552,Breast cancerous tissues
hsa-let-7b-5p,MIMAT0000063,POLR3G,10622,CLASH,23622248,Breast cancerous tissues
hsa-let-7b-5p,MIMAT0000063,POM121,9883,CLASH//Proteomics//pSILAC,18668040|23622248,Breast cancerous tissues
hsa-let-7b-5p,MIMAT0000063,POM121C,100101267,Proteomics,18668040,Breast cancerous tissues
hsa-let-7b-5p,MIMAT0000063,POP1,10940,Proteomics,18668040,Breast cancerous tissues
hsa-let-7b-5p,MIMAT0000063,POTEG,404785,CLASH//PAR-CLIP,23622248|26701625|27292025,Breast cancerous tissues
hsa-let-7b-5p,MIMAT0000063,POTEM,641455,PAR-CLIP,26701625|27292025,Breast cancerous tissues
hsa-let-7b-5p,MIMAT0000063,PPARGC1A,10891,CLASH,23622248,Breast cancerous tissues
hsa-let-7b-5p,MIMAT0000063,PPID,5481,Proteomics,18668040,Breast cancerous tissues
hsa-let-7b-5p,MIMAT0000063,PPM1G,5496,Proteomics,18668040,Breast cancerous tissues
hsa-let-7b-5p,MIMAT0000063,PPP1R12C,54776,CLASH,23622248,Breast cancerous tissues
hsa-let-7b-5p,MIMAT0000063,PPP1R15B,84919,PAR-CLIP,23592263|27292025,Breast cancerous tissues
hsa-let-7b-5p,MIMAT0000063,PPP1R16B,26051,CLASH,23622248,Breast cancerous tissues
hsa-let-7b-5p,MIMAT0000063,PPP1R7,5510,Proteomics//pSILAC,18668040,Breast cancerous tissues
hsa-let-7b-5p,MIMAT0000063,PPP2R2A,5520,CLASH//PAR-CLIP,23622248|23446348,Breast cancerous tissues
hsa-let-7b-5p,MIMAT0000063,PPP2R5E,5529,CLASH,23622248,Breast cancerous tissues
hsa-let-7b-5p,MIMAT0000063,PPRC1,23082,CLASH,23622248,Breast cancerous tissues
hsa-let-7b-5p,MIMAT0000063,PRAF2,11230,CLASH,23622248,Breast cancerous tissues
hsa-let-7b-5p,MIMAT0000063,PRDM1,639,Immunohistochemistry//Luciferase reporter assay//qRT-PCR//Western blot,20651244,Breast cancerous tissues
hsa-let-7b-5p,MIMAT0000063,PRDM4,11108,CLASH,23622248,Breast cancerous tissues
hsa-let-7b-5p,MIMAT0000063,PRIM1,5557,Proteomics//pSILAC,18668040,Breast cancerous tissues
hsa-let-7b-5p,MIMAT0000063,PRIM2,5558,HITS-CLIP,23706177,Breast cancerous tissues
hsa-let-7b-5p,MIMAT0000063,PRKAA2,5563,CLASH,23622248,Breast cancerous tissues
hsa-let-7b-5p,MIMAT0000063,PRKAR2A,5576,Proteomics,18668040,Breast cancerous tissues
hsa-let-7b-5p,MIMAT0000063,PRKD1,5587,CLASH,23622248,Breast cancerous tissues
hsa-let-7b-5p,MIMAT0000063,PRPF19,27339,CLASH,23622248,Breast cancerous tissues
hsa-let-7b-5p,MIMAT0000063,PRPF8,10594,CLASH,23622248,Breast cancerous tissues
hsa-let-7b-5p,MIMAT0000063,PRPS1,5631,Proteomics,18668040,Breast cancerous tissues
hsa-let-7b-5p,MIMAT0000063,PRR5-ARHGAP8,553158,PAR-CLIP,27292025,Breast cancerous tissues
hsa-let-7b-5p,MIMAT0000063,PRRC2A,7916,CLASH//Proteomics//pSILAC,18668040|23622248,Breast cancerous tissues
hsa-let-7b-5p,MIMAT0000063,PRRC2B,84726,CLASH,23622248,Breast cancerous tissues
hsa-let-7b-5p,MIMAT0000063,PRSS22,64063,HITS-CLIP,23313552,Breast cancerous tissues
hsa-let-7b-5p,MIMAT0000063,PRTG,283659,CLASH,23622248,Breast cancerous tissues
hsa-let-7b-5p,MIMAT0000063,PSD3,23362,CLASH,23622248,Breast cancerous tissues
hsa-let-7b-5p,MIMAT0000063,PSMD9,5715,Proteomics,18668040,Breast cancerous tissues
hsa-let-7b-5p,MIMAT0000063,PSME3,10197,CLASH//Proteomics,18668040|23622248,Breast cancerous tissues
hsa-let-7b-5p,MIMAT0000063,PSMG4,389362,CLASH,23622248,Breast cancerous tissues
hsa-let-7b-5p,MIMAT0000063,PTCD1,26024,Proteomics,18668040,Breast cancerous tissues
hsa-let-7b-5p,MIMAT0000063,PTGES2,80142,CLASH,23622248,Breast cancerous tissues
hsa-let-7b-5p,MIMAT0000063,PTGFRN,5738,CLASH,23622248,Breast cancerous tissues
hsa-let-7b-5p,MIMAT0000063,PTGS2,5743,Proteomics//pSILAC,18668040,Breast cancerous tissues
hsa-let-7b-5p,MIMAT0000063,PTP4A2,8073,CLASH,23622248,Breast cancerous tissues
hsa-let-7b-5p,MIMAT0000063,PTPN23,25930,CLASH,23622248,Breast cancerous tissues
hsa-let-7b-5p,MIMAT0000063,PTTG1,9232,CLASH,23622248,Breast cancerous tissues
hsa-let-7b-5p,MIMAT0000063,PUM1,9698,CLASH//Proteomics,18668040|23622248,Breast cancerous tissues
hsa-let-7b-5p,MIMAT0000063,PUS1,80324,Proteomics,18668040,Breast cancerous tissues
hsa-let-7b-5p,MIMAT0000063,PVR,5817,Proteomics,18668040,Breast cancerous tissues
hsa-let-7b-5p,MIMAT0000063,PXDN,7837,Proteomics//pSILAC,18668040,Breast cancerous tissues
hsa-let-7b-5p,MIMAT0000063,PYCR3,65263,Proteomics,18668040,Breast cancerous tissues
hsa-let-7b-5p,MIMAT0000063,PYCRL,65263,Proteomics,18668040,Breast cancerous tissues
hsa-let-7b-5p,MIMAT0000063,QARS,5859,Proteomics,18668040,Breast cancerous tissues
hsa-let-7b-5p,MIMAT0000063,QDPR,5860,PAR-CLIP,23592263,Breast cancerous tissues
hsa-let-7b-5p,MIMAT0000063,QKI,9444,CLASH,23622248,Breast cancerous tissues
hsa-let-7b-5p,MIMAT0000063,QRSL1,55278,Proteomics,18668040,Breast cancerous tissues
hsa-let-7b-5p,MIMAT0000063,RAB10,10890,CLASH,23622248,Breast cancerous tissues
hsa-let-7b-5p,MIMAT0000063,RAB11FIP4,84440,PAR-CLIP,24398324,Breast cancerous tissues
hsa-let-7b-5p,MIMAT0000063,RAB19,401409,HITS-CLIP//PAR-CLIP,23706177|23313552|27292025,Breast cancerous tissues
hsa-let-7b-5p,MIMAT0000063,RAB38,23682,Proteomics,18668040,Breast cancerous tissues
hsa-let-7b-5p,MIMAT0000063,RAB3GAP2,25782,Proteomics,18668040,Breast cancerous tissues
hsa-let-7b-5p,MIMAT0000063,RAB40C,57799,PAR-CLIP,23592263,Breast cancerous tissues
hsa-let-7b-5p,MIMAT0000063,RABL2A,11159,PAR-CLIP,23592263|26701625,Breast cancerous tissues
hsa-let-7b-5p,MIMAT0000063,RABL2B,11158,PAR-CLIP,23592263|26701625,Breast cancerous tissues
hsa-let-7b-5p,MIMAT0000063,RAD18,56852,PAR-CLIP,21572407,Breast cancerous tissues
hsa-let-7b-5p,MIMAT0000063,RAI1,10743,CLASH,23622248,Breast cancerous tissues
hsa-let-7b-5p,MIMAT0000063,RALB,5899,CLASH,23622248,Breast cancerous tissues
hsa-let-7b-5p,MIMAT0000063,RALGAPB,57148,CLASH,23622248,Breast cancerous tissues
hsa-let-7b-5p,MIMAT0000063,RANBP6,26953,Proteomics,18668040,Breast cancerous tissues
hsa-let-7b-5p,MIMAT0000063,RAP2C,57826,Proteomics,18668040,Breast cancerous tissues
hsa-let-7b-5p,MIMAT0000063,RBBP6,5930,CLASH,23622248,Breast cancerous tissues
